ranking_date,ranking,player_id,ranking_points,tours
19960101,1,200414,337,
19960101,1,200652,,
19960101,2,200049,255,
19960101,3,200017,228,
19960101,4,200096,159,
19960101,5,200617,153,28
19960101,6,200086,149,
19960101,7,200572,147,
19960101,8,200723,135,
19960101,9,200081,129,
19960101,10,200597,126,
19960101,11,200539,116,
19960101,12,200128,112,
19960101,13,200554,99,0
19960101,14,200116,93,
19960101,15,200039,91,
19960101,16,200041,66,
19960101,17,200644,64,
19960101,18,200064,62,
19960101,19,200001,60,
19960101,20,200020,59,0
19960101,21,200051,59,
19960101,22,200404,57,
19960101,23,200482,55,
19960101,24,200501,53,
19960101,25,200097,53,
19960101,26,200377,49,
19960101,27,200682,48,
19960101,28,200604,47,
19960101,29,200653,47,0
19960101,30,200665,47,
19960101,31,200037,44,
19960101,32,200428,41,
19960101,33,200082,40,
19960101,34,200013,40,
19960101,35,200469,40,
19960101,36,200690,37,
19960101,37,200671,36,
19960101,38,200651,36,
19960101,39,200715,35,
19960101,40,200016,35,
19960101,41,200089,35,
19960101,42,200667,33,
19960101,43,200048,31,
19960101,44,200085,31,
19960101,45,200729,31,1
19960101,46,200693,31,
19960101,47,200084,30,
19960101,48,200112,30,
19960101,49,200094,30,
19960101,50,200700,30,
19960101,51,200059,29,
19960101,52,200491,29,
19960101,53,200026,29,
19960101,54,200080,28,
19960101,55,200095,28,
19960101,56,200684,28,
19960101,57,200698,28,
19960101,58,200118,28,
19960101,59,200699,27,
19960101,60,200624,27,
19960101,61,200006,26,
19960101,62,200076,26,
19960101,63,200548,26,
19960101,64,200718,24,
19960101,65,200687,24,
19960101,66,200417,24,
19960101,67,200105,23,
19960101,68,200716,23,
19960101,69,200607,21,
19960101,70,200010,21,
19960101,71,200727,20,
19960101,72,200040,20,
19960101,73,200703,20,
19960101,74,200497,20,
19960101,75,200075,20,
19960101,76,200676,20,
19960101,77,200101,19,
19960101,78,200012,19,1
19960101,79,200579,18,
19960101,80,200702,18,
19960101,81,200595,18,
19960101,82,200578,18,
19960101,83,200587,17,
19960101,84,200732,17,
19960101,85,200032,17,
19960101,86,200530,17,
19960101,87,200638,17,
19960101,88,200127,17,
19960101,89,200042,17,
19960101,89,200720,17,
19960101,91,200602,17,
19960101,92,200643,17,
19960101,93,200615,17,
19960101,94,200450,17,
19960101,95,200612,17,
19960101,96,200726,16,
19960101,97,200570,16,
19960101,98,200724,16,
19960101,99,200681,16,
19960101,100,200019,16,
19960101,901,204559,0,
19960101,902,206766,0,
19960101,902,206647,0,
19960101,904,203046,0,
19960101,905,203813,0,
19960101,905,201868,0,
19960101,907,206648,0,
19960101,908,201929,0,
19960101,909,203656,0,
19960101,910,207166,0,
19960101,910,213372,0,
19960101,912,206866,0,
19960101,913,206458,0,
19960101,914,206505,0,
19960101,915,206693,0,
19960101,916,206861,0,
19960101,916,206466,0,
19960101,918,203140,0,
19960101,918,204439,0,
19960101,920,206703,0,
19960101,921,204068,0,
19960101,921,204006,0,
19960101,921,202721,0,
19960101,924,201090,0,
19960101,925,204592,0,
19960101,926,204056,0,
19960101,926,213333,0,
19960101,928,207705,0,
19960101,929,204666,0,
19960101,930,204203,0,
19960101,931,206779,0,
19960101,931,212171,0,
19960101,933,204062,0,
19960101,934,212580,0,
19960101,935,204568,0,
19960101,936,213398,0,
19960101,937,213430,0,
19960101,938,203977,0,
19960101,939,207049,0,
19960101,939,203004,0,
19960101,941,200772,0,
19960101,941,201861,0,
19960101,943,201808,0,
19960101,943,207192,0,
19960101,945,207227,0,
19960101,946,206687,0,
19960101,947,204539,0,
19960101,947,213434,0,
19960101,949,206121,0,
19960101,949,203898,0,
19960101,951,207608,0,
19960101,952,202124,0,
19960101,952,207372,0,
19960101,954,204528,0,
19960101,955,204734,0,
19960101,955,207473,0,
19960101,955,213375,0,
19960101,955,206668,0,
19960101,959,204503,0,
19960101,959,202126,0,
19960101,961,207100,0,
19960101,962,202716,0,
19960101,962,204692,0,
19960101,962,204067,0,
19960101,965,213390,0,
19960101,966,206529,0,
19960101,966,201340,0,
19960101,968,207011,0,
19960101,969,206694,0,
19960101,970,201085,0,
19960101,970,213381,0,
19960101,972,204774,0,
19960101,972,202948,0,
19960101,974,204454,0,
19960101,975,213320,0,
19960101,975,207364,0,
19960101,977,213403,0,
19960101,978,213431,0,
19960101,978,201205,0,
19960101,978,205016,0,
19960101,981,212414,0,
19960101,981,207040,0,
19960101,981,213391,0,
19960101,981,206917,0,
19960101,985,212952,0,
19960101,986,207207,0,
19960101,987,213414,0,
19960101,988,206447,0,
19960101,988,213366,0,
19960101,990,207320,0,
19960101,991,201768,0,
19960101,992,204030,0,
19960101,992,203828,0,
19960101,992,204835,0,
19960101,992,204482,0,
19960101,996,204201,0,
19960101,996,213380,0,
19960101,996,200445,0,
19960101,996,207536,0,
19960101,996,212089,0,
19960101,1001,213400,0,
19960101,1001,204621,0,
19960101,1001,213436,0,
19960101,1004,206565,0,
19960101,1004,204603,0,
19960101,1006,206614,0,
19960101,1006,201084,0,
19960101,1006,207535,0,
19960101,1009,204880,0,
19960101,1010,204153,0,
19960101,1010,213389,0,
19960101,1012,204016,0,
19960101,1013,207701,0,
19960101,1014,204200,0,
19960101,1015,213285,0,
19960101,1016,206560,0,
19960101,1017,206915,0,
19960101,1017,213351,0,
19960101,1017,206500,0,
19960101,1020,213408,0,
19960101,1021,206961,0,
19960101,1021,206730,0,
19960101,1021,206780,0,
19960101,1024,203937,0,
19960101,1025,207139,0,
19960101,1025,206968,0,
19960101,1025,204481,0,
19960101,1028,213324,0,
19960101,1029,204788,0,
19960101,1029,213208,0,
19960101,1031,207020,0,
19960101,1031,212055,0,
19960101,1031,206890,0,
19960101,1031,201080,0,
19960101,1035,212945,0,
19960101,1035,203906,0,
19960101,1035,213385,0,
19960101,1038,204460,0,
19960101,1039,213407,0,
19960101,1039,204053,0,
19960101,1039,204145,0,
19960101,1042,202181,0,
19960101,1043,206827,0,
19960101,1044,201740,0,
19960101,1045,204072,0,
19960101,1046,204443,0,
19960101,1046,200011,0,0
19960101,1048,202969,0,
19960101,1048,200603,0,
19960101,1048,207443,0,
19960101,1051,207083,0,
19960101,1052,213418,0,
19960101,1053,213397,0,
19960101,1053,204082,0,
19960101,1053,202724,0,
19960101,1053,204705,0,
19960101,1053,201890,0,
19960101,1053,206997,0,
19960101,1053,204545,0,
19960101,1053,203047,0,
19960101,1053,207549,0,
19960101,1053,213432,0,
19960101,1053,213336,0,
19960101,1053,212399,0,
19960101,1065,204464,0,
19960101,1066,204751,0,
19960101,1066,213415,0,
19960101,1066,204742,0,
19960101,1066,202752,0,
19960101,1066,204476,0,
19960101,1066,213433,0,
19960101,1066,206892,0,
19960101,1073,204004,0,
19960101,1074,213388,0,
19960101,1074,206898,0,
19960101,1074,207415,0,
19960101,1077,213384,0,
19960101,1078,213271,0,
19960101,1078,213305,0,
19960101,1080,213353,0,
19960101,1081,213404,0,
19960101,1082,213429,0,
19960101,1083,206511,0,
19960101,1083,206707,0,
19960101,1085,203962,0,
19960101,1086,213421,0,
19960101,1086,207163,0,
19960101,1086,202397,0,
19960101,1086,213422,0,
19960101,1086,204561,0,
19960101,1086,213379,0,
19960101,1092,207025,0,
19960101,1092,207146,0,
19960101,1092,204024,0,
19960101,1092,204807,0,
19960101,1092,206991,0,
19960101,1092,209658,0,
19960101,1092,206616,0,
19960101,1092,213426,0,
19960101,1092,213427,0,
19960101,1092,201983,0,
19960101,1092,204128,0,
19960101,1092,213354,0,
19960101,1104,213417,0,
19960101,1104,207682,0,
19960101,1104,213428,0,
19960101,1104,213435,0,
19960101,1104,204020,0,
19960101,101,200706,15,
19960101,102,200024,15,
19960101,103,200663,15,
19960101,104,200697,15,1
19960101,105,200725,15,
19960101,106,200481,15,
19960101,107,200442,15,
19960101,108,200658,15,
19960101,109,200704,14,
19960101,110,200728,14,
19960101,111,200734,14,
19960101,112,200655,14,
19960101,113,200582,14,
19960101,114,200627,14,
19960101,115,200057,13,
19960101,116,200050,13,
19960101,117,200708,13,
