ranking_date,ranking,player_id,ranking_points,tours
19980101,1,200001,6264,
19980101,2,200539,3711,
19980101,3,200128,3661,
19980101,4,200064,3131,
19980101,5,200652,2988,
19980101,6,200723,2867,
19980101,7,200096,2861,
19980101,8,200051,2494,
19980101,9,200017,2317,
19980101,10,200597,2114,
19980101,11,200097,1998,
19980101,12,200049,1987,
19980101,13,200081,1822,
19980101,14,200016,1811,
19980101,15,200554,1497,0
19980101,16,200037,1438,
19980101,17,200020,1434,0
19980101,18,200080,1393,
19980101,19,200059,1323,
19980101,20,200653,1226,0
19980101,21,200085,1201,
19980101,22,200748,1173,13
19980101,23,200660,1144,
19980101,24,200604,1133,
19980101,25,200116,1064,
19980101,26,200067,922,
19980101,27,200682,921,
19980101,28,200414,888,
19980101,29,200006,874,
19980101,30,200113,852,
19980101,31,200048,845,
19980101,32,200039,843,
19980101,33,200070,814,
19980101,34,200644,808,
19980101,35,200098,769,
19980101,36,200086,705,
19980101,37,200041,685,
19980101,38,200032,680,
19980101,39,200026,647,
19980101,40,200732,632,
19980101,41,200027,617,
19980101,42,200050,592,
19980101,43,200700,592,
19980101,44,200010,563,
19980101,45,200084,555,
19980101,46,200089,554,
19980101,47,200009,554,16
19980101,48,200105,515,
19980101,49,200002,511,27
19980101,50,200019,508,
19980101,51,200024,501,
19980101,52,200118,488,
19980101,53,200035,486,
19980101,54,200044,485,
19980101,55,200666,458,
19980101,56,200061,456,
19980101,57,200127,443,
19980101,58,200052,442,
19980101,59,200125,442,
19980101,60,200708,441,
19980101,61,200722,426,
19980101,62,200584,425,
19980101,63,200655,421,
19980101,64,200497,416,
19980101,65,200077,412,
19980101,66,200004,411,
19980101,67,200021,410,
19980101,68,200684,405,
19980101,69,200658,399,
19980101,70,200713,370,
19980101,71,200094,366,
19980101,72,200703,364,
19980101,73,200109,358,
19980101,74,200702,350,
19980101,75,200595,341,
19980101,76,200735,340,
19980101,77,200706,340,
19980101,78,200022,336,
19980101,79,200693,334,
19980101,80,200377,332,
19980101,81,200031,331,
19980101,82,200082,330,
19980101,83,200071,321,
19980101,84,200506,317,
19980101,85,200101,315,
19980101,86,200066,313,
19980101,87,200450,311,
19980101,88,200062,310,
19980101,89,200745,310,
19980101,90,200678,305,
19980101,91,200667,303,
19980101,92,200088,296,
19980101,93,200659,295,
19980101,94,213066,285,
19980101,95,200054,283,
19980101,96,200099,280,
19980101,97,200063,276,
19980101,98,200042,276,
19980101,99,200038,274,
19980101,100,200065,259,
19980101,903,204059,3,
19980101,903,204514,3,
19980101,905,206618,3,
19980101,906,204634,3,
19980101,907,204169,3,
19980101,907,204140,3,
19980101,907,201291,3,0
19980101,907,201480,3,
19980101,907,206684,3,
19980101,912,207120,3,
19980101,913,207611,3,
19980101,913,206970,3,
19980101,915,204480,3,
19980101,916,204002,3,
19980101,917,207338,3,
19980101,917,204800,3,
19980101,919,206882,3,
19980101,920,206716,3,
19980101,920,206592,3,
19980101,922,203026,3,
19980101,922,207204,3,
19980101,924,201979,3,
19980101,924,206910,3,
19980101,924,204845,3,
19980101,927,202072,3,
19980101,928,201993,3,
19980101,929,204708,3,
19980101,929,207496,3,
19980101,929,202962,3,
19980101,932,207451,3,
19980101,932,204049,3,
19980101,932,204128,3,
19980101,935,204503,3,
19980101,935,202950,3,
19980101,935,204600,3,
19980101,935,204146,3,
19980101,939,212059,3,
19980101,940,206680,3,
19980101,940,204082,3,
19980101,940,206545,3,
19980101,940,200442,3,
19980101,940,204665,3,
19980101,945,212055,2,
19980101,945,202232,2,
19980101,947,206966,2,
19980101,947,204076,2,
19980101,947,202944,2,
19980101,950,206959,2,
19980101,950,203029,2,
19980101,950,206566,2,
19980101,950,207141,2,
19980101,954,207326,2,
19980101,954,204738,2,
19980101,954,206526,2,
19980101,954,207093,2,
19980101,954,204176,2,
19980101,959,206820,2,
19980101,959,204840,2,
19980101,961,203077,2,
19980101,962,206985,2,
19980101,962,204664,2,
19980101,962,203068,2,
19980101,962,206543,2,
19980101,962,206533,2,
19980101,962,204804,2,
19980101,962,203937,2,
19980101,969,204047,2,
19980101,969,207578,2,
19980101,969,206847,2,
19980101,969,203982,2,
19980101,969,204590,2,
19980101,969,206846,2,
19980101,969,206703,2,
19980101,969,202960,2,
19980101,969,204882,2,
19980101,978,203021,2,
19980101,978,204562,2,
19980101,978,202289,2,
19980101,978,201286,2,25
19980101,978,206626,2,
19980101,978,204620,2,
19980101,978,204839,2,
19980101,985,213442,2,
19980101,986,203858,2,
19980101,986,206561,2,
19980101,986,206837,2,
19980101,986,206456,2,
