ranking_date,ranking,player_id,ranking_points,tours
20070101,1,200003,3998,
20070101,2,201345,3532,16
20070101,3,200065,3391,
20070101,4,201320,2523,13
20070101,5,200079,2215,
20070101,6,200069,2189,23
20070101,7,200001,2018,
20070101,8,200108,1875,
20070101,9,200067,1578,
20070101,10,201400,1391,
20070101,11,201336,1390,
20070101,12,201347,1211,27
20070101,13,201403,1144,8
20070101,14,201421,1053,18
20070101,15,201212,1032,23
20070101,16,200772,1000,
20070101,17,201290,986,24
20070101,18,201294,951,25
20070101,19,201394,922,0
20070101,20,201424,894,23
20070101,21,201419,875,18
20070101,22,201364,857,
20070101,23,200011,819,0
20070101,24,201329,781,13
20070101,25,200128,745,
20070101,26,200085,716,
20070101,27,201286,698,25
20070101,28,201355,692,16
20070101,29,201325,685,23
20070101,30,201373,637,22
20070101,31,201379,611,
20070101,32,201416,585,
20070101,33,201386,560,24
20070101,34,201310,545,
20070101,35,201414,542,9
20070101,36,201305,538,33
20070101,37,200046,531,
20070101,38,200060,529,
20070101,39,201479,525,29
20070101,40,201392,521,20
20070101,41,201431,488,24
20070101,42,201425,475,24
20070101,43,200048,462,
20070101,44,201375,455,
20070101,45,201408,455,
20070101,46,200748,447,13
20070101,47,201455,445,20
20070101,48,200109,435,
20070101,49,201446,430,
20070101,50,201308,426,28
20070101,51,200056,422,
20070101,52,201452,421,24
20070101,53,201472,421,22
20070101,54,201293,420,22
20070101,55,201397,419,25
20070101,56,200104,418,
20070101,57,201411,405,17
20070101,58,201331,402,18
20070101,59,201363,401,
20070101,60,201447,398,20
20070101,61,201474,396,23
20070101,62,201387,395,25
20070101,63,200040,392,
20070101,64,201450,382,23
20070101,65,201420,382,6
20070101,66,200118,379,
20070101,67,201412,375,18
20070101,68,201281,372,
20070101,69,201457,366,20
20070101,70,200754,365,27
20070101,71,201473,365,1
20070101,72,200009,364,16
20070101,73,201442,350,16
20070101,74,201441,349,0
20070101,75,201301,349,
20070101,76,201438,345,22
20070101,77,200036,344,0
20070101,78,201466,343,14
20070101,79,200096,340,
20070101,80,201385,334,
20070101,81,201381,332,
20070101,82,201361,326,
20070101,83,201292,325,
20070101,84,201356,324,29
20070101,85,201311,324,28
20070101,86,201315,321,
20070101,87,201352,321,
20070101,88,200043,319,19
20070101,89,201368,316,
20070101,90,200031,312,
20070101,91,201417,311,23
20070101,92,201458,309,18
20070101,93,201486,301,20
20070101,94,201370,301,26
20070101,95,200033,301,15
20070101,96,200746,300,
20070101,97,201371,294,26
20070101,98,201478,293,24
20070101,99,201462,292,24
20070101,100,201435,289,17
20070101,901,203299,8,1
20070101,902,205459,8,
20070101,903,203367,8,
20070101,904,203288,8,14
20070101,905,203205,8,
20070101,906,202412,8,10
20070101,907,201530,8,11
20070101,908,203296,8,
20070101,909,203141,8,
20070101,910,202646,8,16
20070101,911,205172,8,
20070101,912,203466,8,3
20070101,913,202318,8,
20070101,914,205283,8,
20070101,915,208163,8,
20070101,916,205135,7,
20070101,917,201487,7,14
20070101,918,203212,7,4
20070101,919,205447,7,
20070101,920,204290,7,4
20070101,921,208926,7,
20070101,922,202902,7,2
20070101,923,205418,7,
20070101,924,208705,7,
20070101,925,209375,7,
20070101,926,203544,7,
20070101,927,204986,7,
20070101,928,202598,7,12
20070101,929,203464,7,7
20070101,930,205358,7,
20070101,931,203270,7,
20070101,932,202388,7,
20070101,933,203098,7,
20070101,934,201679,7,21
20070101,935,205348,7,
20070101,936,205692,7,
20070101,937,203256,7,
20070101,938,203300,7,
20070101,939,202429,7,25
20070101,940,202853,7,
20070101,940,203330,7,4
20070101,942,202815,7,
20070101,943,205330,7,
20070101,944,208910,7,
20070101,945,205240,7,
20070101,946,205156,7,
20070101,947,201306,7,
20070101,948,202645,7,
20070101,949,205502,7,
20070101,950,205474,7,
20070101,951,201340,7,
20070101,952,205573,7,
20070101,953,203385,7,
20070101,954,205329,7,
20070101,955,203322,7,
20070101,956,205453,7,
20070101,957,208679,7,
20070101,958,202277,7,
20070101,959,205889,7,
20070101,960,205361,7,
20070101,961,203277,7,0
20070101,962,205417,7,
20070101,962,203420,7,
20070101,964,208988,7,3
20070101,965,205244,7,
20070101,966,202290,7,0
20070101,967,203560,7,4
20070101,968,208221,7,
20070101,969,205401,7,2
20070101,970,202492,7,22
20070101,971,208785,7,
20070101,972,208979,7,
20070101,972,209359,7,
20070101,974,205626,7,
20070101,975,203243,7,
20070101,976,204211,7,
20070101,977,202568,7,9
20070101,977,205408,7,
20070101,979,205378,7,
20070101,980,205317,7,
20070101,981,203329,7,
20070101,982,205339,7,
20070101,983,202681,6,17
20070101,984,206534,6,
20070101,985,205144,6,0
20070101,985,202703,6,19
20070101,987,205426,6,
20070101,988,201593,6,25
20070101,989,202790,6,
20070101,990,205564,6,
20070101,991,204840,6,
20070101,992,202616,6,27
20070101,993,201560,6,0
20070101,994,205493,6,
20070101,995,205311,6,
20070101,996,203269,6,
20070101,997,203333,6,14
20070101,998,200697,6,1
20070101,999,205611,6,
20070101,1000,203267,6,
20070101,1001,202626,6,26
20070101,1002,202457,6,16
20070101,1003,205462,6,
20070101,1004,201604,6,28
20070101,1005,202466,6,13
20070101,1006,204417,6,1
20070101,1006,203406,6,15
20070101,1008,205099,6,
20070101,1008,208736,6,
20070101,1010,205185,6,
20070101,1011,208598,6,
20070101,1012,205516,6,
20070101,1012,202425,6,24
20070101,1014,205713,6,
20070101,1015,205551,6,
20070101,1016,205201,6,
20070101,1017,204232,6,1
20070101,1018,203508,6,
20070101,1019,201528,6,25
20070101,1020,205247,6,
20070101,1021,209291,6,
20070101,1022,202580,6,7
20070101,1023,206427,6,12
20070101,1024,202888,6,
20070101,1024,205347,6,
20070101,1026,204599,6,
20070101,1026,202704,6,19
20070101,1028,202851,6,
20070101,1029,205585,6,
20070101,1030,209056,6,
20070101,1030,205443,6,
20070101,1032,209107,6,
20070101,1033,203161,6,
20070101,1034,205547,6,
20070101,1035,205388,6,
20070101,1036,204243,6,
20070101,1036,205158,6,
20070101,1038,205913,6,13
20070101,1039,202839,6,6
20070101,1040,205167,6,
